build_id,class,weapon,archetype,variant,primary_family,family_ids,roll_profile,total_hp,ehp,ehp_no_agi,hpr,ehpr,defense_pct,agility_pct,earth_defense,thunder_defense,water_defense,fire_defense,air_defense,hpr_raw,hpr_pct,ls,effective_ls,life_per_hit,mr,total_mr,ms,mana_per_hit,max_mana_bonus,total_mana,walk_speed,attack_tier,attack_speed_base,attack_speed_final,attacks_per_second,poison,heal_pct,main_attack_range_pct,main_attack_range_blocks,main_attack_dps,spell_1_display_avg,spell_2_display_avg,spell_3_display_avg,spell_4_display_avg,spell_display_avg_max,spell_display_avg_sum,spell_1_cost,spell_2_cost,spell_3_cost,spell_4_cost,skill_points_assigned,strength,dexterity,intelligence,defense,agility,md_pct,md_raw,sd_pct,sd_raw,damage_pct,damage_raw,source_url
ubg-divzer-divzer-spell-boltslinger-non-crafted-1,archer,Divzer,Boltslinger,non_crafted,family_spell_sustained,"[""family_spell_sustained""]",solver_default,12510,9623.0769,9623.0769,-226.8,-174.4615,0,0,362.25,908.5,126,-200,-200,-210,-8,1049,806.9231,685.6209,-14,11,86,56.2092,0,133,0,-12,SUPER_FAST,SUPER_SLOW,0.51,8500,0,-39,3.66,9348.8874,231144.9944,0,43501.926,63188.7406,231144.9944,337835.661,13.9473,11.9095,27.7888,15.8793,182,92,152,40,-103,-580,50,1882,117,651,0,0,https://wynnbuilder.github.io/builder/#CW0o2tm9im6EfJsm1jv6E2QGG3OOG09TQsmfRGB1m-exVq7SEa30
ubg-divzer-divzer-spell-boltslinger-non-crafted-1,archer,Divzer,Boltslinger,non_crafted,family_spell_sustained,"[""family_spell_sustained""]",maximum,12510,9623.0769,9623.0769,-199.02,-153.0923,0,0,362.25,908.5,126,-200,-200,-186,-7,1186,912.3077,775.1634,-14,11,86,56.2092,0,133,0,-12,SUPER_FAST,SUPER_SLOW,0.51,8500,0,-35,3.9,10255.9955,242829.3276,0,45696.5207,66391.089,242829.3276,354916.9373,13.9473,11.9095,27.7888,15.8793,182,92,152,40,-103,-580,50,2127,125,727,0,0,https://wynnbuilder.github.io/builder/#CW0o2tm9im6EfJsm1jv6E2QGG3OOG09TQsmfRGB1m-exVq7SEa30
ubg-freedom-freedom-sharpshooter-non-crafted-1,archer,Freedom,Sharpshooter,non_crafted,family_unclassified,[],median,12909,28952.711,15814.5036,189.7,425.4651,37.2095,53.9741,315.9,508.95,304.2,356.85,163.8,271,-30,168,376.7957,27.3171,30,55,-12,-1.9512,0,143,-33,0,NORMAL,NORMAL,2.05,0,0,0,11,3618.2286,31907.538,0,25139.8851,25567.1822,31907.538,82614.6053,18.2662,14.9597,21.9194,18.2662,182,55,55,56,55,81,0,160,0,160,22,128,https://wynnbuilder.github.io/builder/#CW013HyGyb0lGHgJITI15YF2ecKu488G0uzpupJZnFP3
ubg-freedom-freedom-sharpshooter-non-crafted-1,archer,Freedom,Sharpshooter,non_crafted,family_unclassified,[],upper_quartile_proxy,13142,29475.2907,16099.9462,322.5,723.3131,37.2095,53.9741,356.4,574.2,343.2,402.6,184.8,430,-25,221,495.6657,35.935,41,66,-10,-1.626,0,143,-16,0,NORMAL,NORMAL,2.05,0,0,0,11,3980.451,35260.481,0,27813.7686,28257.6235,35260.481,91331.8731,18.2662,14.9597,21.9194,18.2662,182,55,55,56,55,81,0,210,0,210,29,168,https://wynnbuilder.github.io/builder/#CW013HyGyb0lGHgJITI15YF2ecKu488G0uzpupJZnFP3
ubg-freedom-freedom-sharpshooter-non-crafted-1,archer,Freedom,Sharpshooter,non_crafted,family_unclassified,[],solver_default,13236,29686.1169,16215.1034,376.96,845.4577,37.2095,53.9741,369.9,595.95,356.2,417.85,191.8,496,-24,242,542.7652,39.3496,49,74,-8,-1.3008,0,143,-10,0,NORMAL,NORMAL,2.05,0,0,0,11,4120.1507,36617.1781,0,28895.5085,29346.1371,36617.1781,94858.8237,18.2662,13.9597,21.9194,18.2662,182,55,55,56,55,81,0,230,0,230,32,184,https://wynnbuilder.github.io/builder/#CW013HyGyb0lGHgJITI15YF2ecKu488G0uzpupJZnFP3
ubg-freedom-freedom-sharpshooter-non-crafted-1,archer,Freedom,Sharpshooter,non_crafted,family_unclassified,[],maximum,13376,30000.1133,16386.614,467.68,1048.9274,37.2095,53.9741,394.2,635.1,379.6,445.3,204.4,592,-21,273,612.293,44.3902,49,74,-8,-1.3008,0,143,1,0,NORMAL,NORMAL,2.05,0,0,0,11,4330.6759,38613.424,0,30487.6521,30948.0649,38613.424,100049.141,18.2662,13.9597,21.9194,18.2662,182,55,55,56,55,81,0,260,0,260,36,208,https://wynnbuilder.github.io/builder/#CW013HyGyb0lGHgJITI15YF2ecKu488G0uzpupJZnFP3
ubg-grandmother-grandmother-sharpshooter-non-crafted-1,archer,Grandmother,Sharpshooter,non_crafted,family_unclassified,[],median,18385,36619.6725,23471.1188,-759.9,-1513.5866,39.7459,43.0505,1243.2,-250,725,438.4,-175,-447,-70,0,0,0,20,45,24,15.6863,56,201,-20,-4,SLOW,SUPER_SLOW,0.51,0,0,0,11,4675.8474,27314.3563,0,21835.4661,22083.8027,27314.3563,71233.6251,14.9057,7.7434,17.6409,14.9057,193,125,4,60,60,59,80,0,65,109,0,0,https://wynnbuilder.github.io/builder/#CW0s2nwG8Y3dQ06EM0H15UmGgc5peSS10y+Pyvfnudi1
ubg-grandmother-grandmother-sharpshooter-non-crafted-1,archer,Grandmother,Sharpshooter,non_crafted,family_unclassified,[],upper_quartile_proxy,18385,36619.6725,23471.1188,-160.59,-319.8669,39.7459,43.0505,1327.2,-250,725,476.8,-175,-101,-59,0,0,0,26,51,32,20.915,73,218,-17,-4,SLOW,SUPER_SLOW,0.51,0,0,0,11,5475.2751,30953.4857,0,24658.1528,24868.2345,30953.4857,80479.873,13.9057,6.7434,15.356,13.9057,193,125,4,60,60,59,118,0,85,142,0,0,https://wynnbuilder.github.io/builder/#CW0s2nwG8Y3dQ06EM0H15UmGgc5peSS10y+Pyvfnudi1
ubg-grandmother-grandmother-sharpshooter-non-crafted-1,archer,Grandmother,Sharpshooter,non_crafted,family_unclassified,[],solver_default,18385,36619.6725,23471.1188,16.65,33.1639,39.7459,43.0505,1360.8,-250,725,489.6,-175,37,-55,0,0,0,32,57,39,25.4902,90,235,-16,-4,SLOW,SUPER_SLOW,0.51,0,0,0,11,5773.671,32224.2316,0,25639.8261,25838.655,32224.2316,83702.7127,12.9057,5.7434,13.1112,12.9057,193,125,4,60,60,59,133,0,92,156,0,0,https://wynnbuilder.github.io/builder/#CW0s2nwG8Y3dQ06EM0H15UmGgc5peSS10y+Pyvfnudi1
ubg-grandmother-grandmother-sharpshooter-non-crafted-1,archer,Grandmother,Sharpshooter,non_crafted,family_unclassified,[],maximum,18385,36619.6725,23471.1188,124.44,247.8625,39.7459,43.0505,1411.2,-250,725,512,-175,244,-49,0,0,0,32,57,39,25.4902,90,235,-14,-4,SLOW,SUPER_SLOW,0.51,0,0,0,11,6248.1357,34366.3781,0,27298.2092,27476.6229,34366.3781,89141.2102,12.9057,5.7434,13.1112,12.9057,193,125,4,60,60,59,156,0,104,176,0,0,https://wynnbuilder.github.io/builder/#CW0s2nwG8Y3dQ06EM0H15UmGgc5peSS10y+Pyvfnudi1
ubg-ignis-ignis-sharpshooter-non-crafted-1,archer,Ignis,Sharpshooter,non_crafted,family_unclassified,[],median,22735,52103.2128,50387.6073,851.81,1952.1459,65.2921,4.6254,387.6,104,13.6,1091.2,0,827,3,0,0,0,29,54,0,0,10,146,-42,-15,NORMAL,SUPER_SLOW,0.51,0,-60,0,11,2647.06,21795.3879,0,17879.2666,17484.6684,21795.3879,57159.3229,19.3291,11.5975,23.1949,14.1102,195,80,55,45,130,5,0,0,28,93,22,128,https://wynnbuilder.github.io/builder/#CW0s2HyG0I4XQmgH2eWy4kongcRSa70y+Pyvfnudi1
ubg-ignis-ignis-sharpshooter-non-crafted-1,archer,Ignis,Sharpshooter,non_crafted,family_unclassified,[],upper_quartile_proxy,23923,54825.8262,53020.5731,1387.68,3180.2325,65.2921,4.6254,447.45,107.9,14.2,1295.8,0,1176,18,0,0,0,38,63,0,0,13,149,-33,-15,NORMAL,SUPER_SLOW,0.51,0,-51,0,11,2909.7181,23787.0171,0,19481.1731,19084.5123,23787.0171,62352.7025,19.3291,11.5975,23.1949,12.3706,195,80,55,45,130,5,0,0,33,121,29,168,https://wynnbuilder.github.io/builder/#CW0s2HyG0I4XQmgH2eWy4kongcRSa70y+Pyvfnudi1
ubg-ignis-ignis-sharpshooter-non-crafted-1,archer,Ignis,Sharpshooter,non_crafted,family_unclassified,[],solver_default,24398,55914.4132,54073.3161,1604.3,3676.674,65.2921,4.6254,470.25,109.2,14.4,1376.4,0,1315,22,0,0,0,46,71,0,0,16,152,-29,-15,NORMAL,SUPER_SLOW,0.51,0,-47,0,11,3018.0887,24610.3606,0,20149.3197,19751.04,24610.3606,64510.7203,19.3291,11.5975,23.1949,10.631,195,80,55,45,130,5,0,0,35,133,32,184,https://wynnbuilder.github.io/builder/#CW0s2HyG0I4XQmgH2eWy4kongcRSa70y+Pyvfnudi1
ubg-ignis-ignis-sharpshooter-non-crafted-1,archer,Ignis,Sharpshooter,non_crafted,family_unclassified,[],maximum,25110,57546.1479,55651.3226,1997.75,4578.3679,65.2921,4.6254,504.45,111.8,14.8,1500.4,0,1525,31,0,0,0,46,71,0,0,16,152,-24,-15,NORMAL,SUPER_SLOW,0.51,0,-42,0,11,3180.6445,25843.8436,0,21142.969,20739.6884,25843.8436,67726.501,19.3291,11.5975,23.1949,10.631,195,80,55,45,130,5,0,0,38,150,36,208,https://wynnbuilder.github.io/builder/#CW0s2HyG0I4XQmgH2eWy4kongcRSa70y+Pyvfnudi1
ubg-labyrinth-labyrinth-trapper-non-crafted-1,archer,Labyrinth,Trapper,non_crafted,family_unclassified,[],median,18335,39732.1074,39732.1074,612.72,1327.7697,64.5026,0,700.6,-450,156.4,585.8,-220,552,11,-150,-325.0513,-98.0392,15,40,12,7.8431,0,136,-31,-67,VERY_SLOW,SUPER_SLOW,0.51,0,0,-24,8.36,8628.8803,26331.7747,0,14157.0552,8658.813,26331.7747,49147.6429,19.3291,11.5975,34.4454,19.3291,158,102,0,45,127,0,0,1032,6,0,0,0,https://wynnbuilder.github.io/builder/#CW0O0lvWEycphZREXQkvyuW77WrXKS4oxcJA1WsNpjRe3VU001
ubg-labyrinth-labyrinth-trapper-non-crafted-1,archer,Labyrinth,Trapper,non_crafted,family_unclassified,[],upper_quartile_proxy,18773,40681.2573,40681.2573,833.75,1806.7436,64.5026,0,745.8,-450,158.1,611.05,-220,725,15,-34,-73.6783,-22.2222,20,45,15,9.8039,0,136,-17,-67,VERY_SLOW,SUPER_SLOW,0.51,0,0,-21,8.69,10315.0182,29621.8157,0,15991.007,9760.8762,29621.8157,55373.6989,19.3291,11.5975,32.4192,19.3291,158,102,0,45,127,0,0,1356,8,0,0,0,https://wynnbuilder.github.io/builder/#CW0O0lvWEycphZREXQkvyuW77WrXKS4oxcJA1WsNpjRe3VU001
ubg-labyrinth-labyrinth-trapper-non-crafted-1,archer,Labyrinth,Trapper,non_crafted,family_unclassified,[],solver_default,18948,41060.4838,41060.4838,921.04,1995.9018,64.5026,0,762.75,-450,158.1,621.15,-220,794,16,12,26.0041,7.8431,24,49,19,12.4183,0,136,-12,-67,VERY_SLOW,SUPER_SLOW,0.51,0,0,-19,8.91,11020.8454,31183.8479,0,16858.8644,10283.2493,31183.8479,58325.9616,19.3291,11.5975,29.643,19.3291,158,102,0,45,127,0,0,1485,9,0,0,0,https://wynnbuilder.github.io/builder/#CW0O0lvWEycphZREXQkvyuW77WrXKS4oxcJA1WsNpjRe3VU001
ubg-labyrinth-labyrinth-trapper-non-crafted-1,archer,Labyrinth,Trapper,non_crafted,family_unclassified,[],maximum,19210,41628.2401,41628.2401,1058.46,2293.6922,64.5026,0,785.35,-450,159.8,636.3,-220,897,18,80,173.3607,52.2876,24,49,19,12.4183,0,136,-4,-67,VERY_SLOW,SUPER_SLOW,0.51,0,0,-17,9.13,12024.3318,33127.4374,0,17941.5271,10934.2941,33127.4374,62003.2586,19.3291,11.5975,29.643,19.3291,158,102,0,45,127,0,0,1677,10,0,0,0,https://wynnbuilder.github.io/builder/#CW0O0lvWEycphZREXQkvyuW77WrXKS4oxcJA1WsNpjRe3VU001
ubg-revolution-revolution-sharpshooter-non-crafted-1,archer,Revolution,Sharpshooter,non_crafted,family_unclassified,[],median,13992,20115.427,11236.9165,-343.2,-493.3973,4.2168,49.2831,105,0,590,-150,49.95,-286,-20,528,759.0727,345.098,-10,15,39,25.4902,36,201,22,-2,VERY_SLOW,SUPER_SLOW,0.51,0,0,-20,8.8,6659.9999,23106.0936,0,17624.3921,18023.676,23106.0936,58754.1617,14.8866,1.9319,17.8639,14.8866,192,63,30,101,5,71,93,265,58,160,0,0,https://wynnbuilder.github.io/builder/#CW0ZJ1OJWi3dQG05ETIhJ4+0TpKSq40y+Pyvfnudi1
ubg-revolution-revolution-sharpshooter-non-crafted-1,archer,Revolution,Sharpshooter,non_crafted,family_unclassified,[],upper_quartile_proxy,14356,20638.7272,11529.2434,-291.6,-419.2152,4.2168,49.2831,112.5,0,590,-150,51.75,-243,-20,693,996.2829,452.9412,-9,16,51,33.3333,56,221,24,-2,VERY_SLOW,SUPER_SLOW,0.51,0,0,-9,10.01,7646.1497,26253.6256,0,20046.7202,20445.1311,26253.6256,66745.4769,14.8866,1,17.8639,14.8866,192,63,30,101,5,71,121,347,72,210,0,0,https://wynnbuilder.github.io/builder/#CW0ZJ1OJWi3dQG05ETIhJ4+0TpKSq40y+Pyvfnudi1
ubg-revolution-revolution-sharpshooter-non-crafted-1,archer,Revolution,Sharpshooter,non_crafted,family_unclassified,[],solver_default,14501,20847.1846,11645.6923,-271.2,-389.8874,4.2168,49.2831,114,0,590,-150,52.2,-226,-20,759,1091.167,496.0784,-7,18,63,41.1765,76,241,25,-2,VERY_SLOW,SUPER_SLOW,0.51,0,0,-5,10.45,8045.9437,27432.5829,0,20956.0949,21354.2548,27432.5829,69742.9326,14.8866,1,17.8639,14.8866,192,63,30,101,5,71,133,380,77,230,0,0,https://wynnbuilder.github.io/builder/#CW0ZJ1OJWi3dQG05ETIhJ4+0TpKSq40y+Pyvfnudi1
ubg-revolution-revolution-sharpshooter-non-crafted-1,archer,Revolution,Sharpshooter,non_crafted,family_unclassified,[],maximum,14719,21160.5896,11820.7672,-240,-345.0331,4.2168,49.2831,118.5,0,590,-150,53.1,-200,-20,858,1233.4932,560.7843,-7,18,63,41.1765,76,241,26,-2,VERY_SLOW,SUPER_SLOW,0.51,0,0,1,11.11,8636.553,29344.5537,0,22430.4219,22828.6905,29344.5537,74603.6661,14.8866,1,17.8639,14.8866,192,63,30,101,5,71,150,430,86,260,0,0,https://wynnbuilder.github.io/builder/#CW0ZJ1OJWi3dQG05ETIhJ4+0TpKSq40y+Pyvfnudi1
ubg-siege-vent-siege-vent-boltslinger-standard-1,archer,Siege Vent,Boltslinger,standard,family_unclassified,[],median,14031,20692.7247,19758.7393,166.41,245.4192,45.3757,5.5251,392.2,-111.25,340.4,183.15,0,129,29,-550,-811.1324,-359.4771,-3,22,-20,-13.0719,106,279,-30,-3,VERY_SLOW,SUPER_SLOW,0.51,0,-18,-8,5.52,4252.9143,84671.8974,0,17696.3191,25233.4458,84671.8974,127601.6623,11.583,6.3568,14.0161,10.8664,196,64,3,125,72,6,0,0,113,139,0,0,https://wynnbuilder.github.io/builder/#CW0Q01-iDSU3YWWeo8L6Xt8h7n2PAEU00+7T-Z+WpXS0
ubg-siege-vent-siege-vent-boltslinger-standard-1,archer,Siege Vent,Boltslinger,standard,family_unclassified,[],upper_quartile_proxy,14608,21543.6764,20571.2824,231.53,341.4572,45.3757,5.5251,434.6,-106.25,377.2,189.75,0,169,37,-467,-688.7251,-305.2288,0,25,-16,-10.4575,130,303,-25,-3,VERY_SLOW,SUPER_SLOW,0.51,0,-9,-7,5.58,4375.3146,95769.9397,0,19994.8896,28539.9891,95769.9397,144304.8184,10.583,5.7863,13.0161,10.8664,196,64,3,125,72,6,0,0,139,182,0,0,https://wynnbuilder.github.io/builder/#CW0Q01-iDSU3YWWeo8L6Xt8h7n2PAEU00+7T-Z+WpXS0
ubg-siege-vent-siege-vent-boltslinger-standard-1,archer,Siege Vent,Boltslinger,standard,family_unclassified,[],solver_default,14839,21884.352,20896.5813,260.85,384.698,45.3757,5.5251,447.85,-105,388.7,191.4,0,185,41,-434,-640.0572,-283.6601,2,27,-14,-9.1503,155,328,-24,-3,VERY_SLOW,SUPER_SLOW,0.51,0,-6,-7,5.58,4436.5147,100213.2623,0,20921.6207,29868.0674,100213.2623,151002.9504,9.583,5.2159,11.0161,10.8664,196,64,3,125,72,6,0,0,149,199,0,0,https://wynnbuilder.github.io/builder/#CW0Q01-iDSU3YWWeo8L6Xt8h7n2PAEU00+7T-Z+WpXS0
ubg-siege-vent-siege-vent-boltslinger-standard-1,archer,Siege Vent,Boltslinger,standard,family_unclassified,[],maximum,15185,22394.628,21383.8255,305.14,450.0163,45.3757,5.5251,471.7,-102.5,409.4,194.7,0,209,46,-385,-567.7927,-251.634,2,27,-14,-9.1503,155,328,-21,-3,VERY_SLOW,SUPER_SLOW,0.51,0,-1,-6,5.64,4518.1149,106813.6177,0,22293.4601,31837.8492,106813.6177,160944.927,9.583,5.2159,11.0161,10.8664,196,64,3,125,72,6,0,0,164,225,0,0,https://wynnbuilder.github.io/builder/#CW0Q01-iDSU3YWWeo8L6Xt8h7n2PAEU00+7T-Z+WpXS0
ubg-spring-spring-sharpshooter-non-crafted-1,archer,Spring,Sharpshooter,non_crafted,family_unclassified,[],median,16010,12315.3846,12315.3846,-269,-206.9231,0,0,225,-485,925,-100,-17.8,-269,0,-282,-216.9231,-184.3137,34,59,0,0,23,199,0,-7,NORMAL,SUPER_SLOW,0.51,0,0,0,11,1667.6849,36028.4354,0,21405.4854,19275.9484,36028.4354,76709.8692,10.4956,7.8717,13.7435,13.1195,148,78,-120,135,0,0,-16,-82,96,134,0,0,https://wynnbuilder.github.io/builder/#CW0620OJqH4mRGoDIkHhJOFYkcKSGQ0yUZnFyqSyi90
ubg-spring-spring-sharpshooter-non-crafted-1,archer,Spring,Sharpshooter,non_crafted,family_unclassified,[],upper_quartile_proxy,16010,12315.3846,12315.3846,-228,-175.3846,0,0,225,-485,925,-100,-17,-228,0,-69,-53.0769,-45.098,47,72,0,0,40,216,0,-7,NORMAL,SUPER_SLOW,0.51,0,0,0,11,1862.4807,41793.5666,0,24927.3374,22402.7988,41793.5666,89123.7028,10.4956,7.8717,12.7435,13.1195,148,78,-120,135,0,0,-14,-70,124,177,0,0,https://wynnbuilder.github.io/builder/#CW0620OJqH4mRGoDIkHhJOFYkcKSGQ0yUZnFyqSyi90
ubg-spring-spring-sharpshooter-non-crafted-1,archer,Spring,Sharpshooter,non_crafted,family_unclassified,[],solver_default,16010,12315.3846,12315.3846,-212,-163.0769,0,0,225,-485,925,-100,-16.8,-212,0,16,12.3077,10.4575,59,84,0,0,56,232,0,-7,NORMAL,SUPER_SLOW,0.51,0,0,0,11,1937.6531,44207.5689,0,26400.0243,23711.0364,44207.5689,94318.6296,10.4956,7.8717,11.7435,13.1195,148,78,-120,135,0,0,-14,-66,136,194,0,0,https://wynnbuilder.github.io/builder/#CW0620OJqH4mRGoDIkHhJOFYkcKSGQ0yUZnFyqSyi90
ubg-spring-spring-sharpshooter-non-crafted-1,archer,Spring,Sharpshooter,non_crafted,family_unclassified,[],maximum,16010,12315.3846,12315.3846,-188,-144.6154,0,0,225,-485,925,-100,-16.4,-188,0,143,110,93.4641,59,84,0,0,56,232,0,-7,NORMAL,SUPER_SLOW,0.51,0,0,0,11,2064.4827,47539.3136,0,28434.2786,25518.7767,47539.3136,101492.3689,10.4956,7.8717,11.7435,13.1195,148,78,-120,135,0,0,-12,-58,152,218,0,0,https://wynnbuilder.github.io/builder/#CW0620OJqH4mRGoDIkHhJOFYkcKSGQ0yUZnFyqSyi90
